topic_id,topic_name,subfield_name,field_name,domain_name
https://openalex.org/T13912,"Language, Linguistics, Cultural Analysis",Language and Linguistics,Arts and Humanities,Social Sciences
https://openalex.org/T10317,Advanced Database Systems and Queries,Computer Networks and Communications,Computer Science,Physical Sciences
https://openalex.org/T10436,Anesthesia and Sedative Agents,Anesthesiology and Pain Medicine,Medicine,Health Sciences
https://openalex.org/T11164,Remote Sensing and LiDAR Applications,Environmental Engineering,Environmental Science,Physical Sciences
https://openalex.org/T10090,ZnO doping and properties,Materials Chemistry,Materials Science,Physical Sciences
https://openalex.org/T10196,Pain Mechanisms and Treatments,Physiology,Medicine,Health Sciences
https://openalex.org/T10531,Advanced Vision and Imaging,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
https://openalex.org/T10762,"Migration, Health and Trauma",Clinical Psychology,Psychology,Social Sciences
https://openalex.org/T12144,"Colonialism, slavery, and trade",Anthropology,Social Sciences,Social Sciences
https://openalex.org/T10681,Rare-earth and actinide compounds,Condensed Matter Physics,Physics and Astronomy,Physical Sciences
https://openalex.org/T14244,Consumer Behavior and Marketing Influence,Marketing,"Business, Management and Accounting",Social Sciences
https://openalex.org/T12282,Mineral Processing and Grinding,Mechanical Engineering,Engineering,Physical Sciences
https://openalex.org/T13537,"German legal, social, and political studies",Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/T12017,Recycling and Waste Management Techniques,Industrial and Manufacturing Engineering,Environmental Science,Physical Sciences
https://openalex.org/T14506,Historical and Architectural Studies,Archeology,Arts and Humanities,Social Sciences
https://openalex.org/T10122,Toxic Organic Pollutants Impact,"Health, Toxicology and Mutagenesis",Environmental Science,Physical Sciences
https://openalex.org/T10428,Reproductive tract infections research,Microbiology,Immunology and Microbiology,Life Sciences
https://openalex.org/T12250,Experimental and Theoretical Physics Studies,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences
https://openalex.org/T10266,Plant Water Relations and Carbon Dynamics,Global and Planetary Change,Environmental Science,Physical Sciences
https://openalex.org/T10784,Muscle activation and electromyography studies,Biomedical Engineering,Engineering,Physical Sciences
https://openalex.org/T14173,"Education, Healthcare and Sociology Research",Social Psychology,Psychology,Social Sciences
https://openalex.org/T14475,History of Science and Medicine,History and Philosophy of Science,Arts and Humanities,Social Sciences
https://openalex.org/T14006,"Linguistics, Language Diversity, and Identity",Language and Linguistics,Arts and Humanities,Social Sciences
https://openalex.org/T10942,"Sports, Gender, and Society",Gender Studies,Social Sciences,Social Sciences
https://openalex.org/T13854,Historical Geography and Cartography,"Geography, Planning and Development",Social Sciences,Social Sciences
https://openalex.org/T10753,Microplastics and Plastic Pollution,Pollution,Environmental Science,Physical Sciences
https://openalex.org/T10041,COVID-19 Clinical Research Studies,Infectious Diseases,Medicine,Health Sciences
https://openalex.org/T10223,Microgrid Control and Optimization,Control and Systems Engineering,Engineering,Physical Sciences
https://openalex.org/T11515,Bacillus and Francisella bacterial research,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/T10043,Substance Abuse Treatment and Outcomes,Epidemiology,Medicine,Health Sciences
https://openalex.org/T11634,Water Quality and Pollution Assessment,Water Science and Technology,Environmental Science,Physical Sciences
https://openalex.org/T10518,Gallbladder and Bile Duct Disorders,Pulmonary and Respiratory Medicine,Medicine,Health Sciences
https://openalex.org/T11556,"Poverty, Education, and Child Welfare",Safety Research,Social Sciences,Social Sciences
https://openalex.org/T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences
https://openalex.org/T12364,Archaeological Research and Protection,Space and Planetary Science,Earth and Planetary Sciences,Physical Sciences
https://openalex.org/T12300,Advanced Electrical Measurement Techniques,Electrical and Electronic Engineering,Engineering,Physical Sciences
https://openalex.org/T10590,Chalcogenide Semiconductor Thin Films,Electrical and Electronic Engineering,Engineering,Physical Sciences
https://openalex.org/T14159,Discourse Analysis and Cultural Communication,Cultural Studies,Social Sciences,Social Sciences
https://openalex.org/T12816,Global Public Health Policies and Epidemiology,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",Social Sciences
https://openalex.org/T10542,Vestibular and auditory disorders,Neurology,Neuroscience,Life Sciences
https://openalex.org/T10341,Coral and Marine Ecosystems Studies,Ecology,Environmental Science,Physical Sciences
https://openalex.org/T10126,"Logic, programming, and type systems",Artificial Intelligence,Computer Science,Physical Sciences
https://openalex.org/T14115,Legal processes and jurisprudence,Law,Social Sciences,Social Sciences
https://openalex.org/T10551,Scheduling and Optimization Algorithms,Industrial and Manufacturing Engineering,Engineering,Physical Sciences
https://openalex.org/T11153,Streptococcal Infections and Treatments,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences
https://openalex.org/T10291,Dialysis and Renal Disease Management,Nephrology,Medicine,Health Sciences
https://openalex.org/T13347,Christian Theology and Mission,Religious studies,Arts and Humanities,Social Sciences
https://openalex.org/T13801,Urban Arborization and Environmental Studies,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences
https://openalex.org/T10599,Reconstructive Surgery and Microvascular Techniques,Surgery,Medicine,Health Sciences
https://openalex.org/T11245,Advanced Numerical Analysis Techniques,Computational Mechanics,Engineering,Physical Sciences
https://openalex.org/T13800,Earthquake and Disaster Impact Studies,Transportation,Social Sciences,Social Sciences
https://openalex.org/T10926,Peripheral Artery Disease Management,Surgery,Medicine,Health Sciences
https://openalex.org/T12233,Geotechnical Engineering and Underground Structures,Civil and Structural Engineering,Engineering,Physical Sciences
https://openalex.org/T10267,Higher Education Research Studies,Education,Social Sciences,Social Sciences
https://openalex.org/T11059,Market Dynamics and Volatility,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/T10260,Software Engineering Research,Information Systems,Computer Science,Physical Sciences
https://openalex.org/T14483,Education and Teacher Training,Education,Social Sciences,Social Sciences
https://openalex.org/T10478,Diamond and Carbon-based Materials Research,Materials Chemistry,Materials Science,Physical Sciences
https://openalex.org/T13759,Medical Imaging and Pathology Studies,Pulmonary and Respiratory Medicine,Medicine,Health Sciences
https://openalex.org/T11725,Immunodeficiency and Autoimmune Disorders,Immunology,Immunology and Microbiology,Life Sciences
https://openalex.org/T12323,Asian American and Pacific Histories,Cultural Studies,Social Sciences,Social Sciences
https://openalex.org/T12111,Industrial Vision Systems and Defect Detection,Industrial and Manufacturing Engineering,Engineering,Physical Sciences
https://openalex.org/T13565,Education and Learning Interventions,Information Systems,Computer Science,Physical Sciences
https://openalex.org/T11528,Lichen and fungal ecology,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences
https://openalex.org/T12002,"Computability, Logic, AI Algorithms",Computational Theory and Mathematics,Computer Science,Physical Sciences
https://openalex.org/T10712,Library Science and Information Literacy,Library and Information Sciences,Social Sciences,Social Sciences
https://openalex.org/T11157,Chronic Lymphocytic Leukemia Research,Genetics,Medicine,Health Sciences
https://openalex.org/T10376,Suicide and Self-Harm Studies,Clinical Psychology,Psychology,Social Sciences
https://openalex.org/T11242,Nuclear Materials and Properties,Materials Chemistry,Materials Science,Physical Sciences
https://openalex.org/T10994,"Terrorism, Counterterrorism, and Political Violence",Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/T10329,Thyroid Cancer Diagnosis and Treatment,"Endocrinology, Diabetes and Metabolism",Medicine,Health Sciences
https://openalex.org/T10003,Innovation and Knowledge Management,Strategy and Management,"Business, Management and Accounting",Social Sciences
https://openalex.org/T10306,Liquid Crystal Research Advancements,"Electronic, Optical and Magnetic Materials",Materials Science,Physical Sciences
https://openalex.org/T13152,French Language Learning Methods,Linguistics and Language,Social Sciences,Social Sciences
https://openalex.org/T10179,Supercapacitor Materials and Fabrication,"Electronic, Optical and Magnetic Materials",Materials Science,Physical Sciences
https://openalex.org/T10283,Hearing Loss and Rehabilitation,Cognitive Neuroscience,Neuroscience,Life Sciences
https://openalex.org/T10832,Pituitary Gland Disorders and Treatments,"Endocrinology, Diabetes and Metabolism",Medicine,Health Sciences
https://openalex.org/T11285,Hearing Impairment and Communication,Developmental and Educational Psychology,Psychology,Social Sciences
https://openalex.org/T10225,Essential Oils and Antimicrobial Activity,Food Science,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/T11340,Marine Sponges and Natural Products,Biotechnology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/T10873,Bacterial Infections and Vaccines,Microbiology,Immunology and Microbiology,Life Sciences
https://openalex.org/T10108,Electoral Systems and Political Participation,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/T12629,Island Studies and Pacific Affairs,Demography,Social Sciences,Social Sciences
https://openalex.org/T10713,Structural Load-Bearing Analysis,Civil and Structural Engineering,Engineering,Physical Sciences
https://openalex.org/T13457,"Dental Education, Practice, Research",General Health Professions,Health Professions,Health Sciences
https://openalex.org/T10836,Metabolomics and Mass Spectrometry Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/T10107,Ferroelectric and Piezoelectric Materials,Materials Chemistry,Materials Science,Physical Sciences
https://openalex.org/T13735,History of Medical Practice,Neurology,Medicine,Health Sciences
https://openalex.org/T10866,Nutritional Studies and Diet,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences
https://openalex.org/T13838,Plant and soil sciences,General Agricultural and Biological Sciences,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/T10170,Retinal Diseases and Treatments,Ophthalmology,Medicine,Health Sciences
https://openalex.org/T10410,COVID-19 epidemiological studies,Modeling and Simulation,Mathematics,Physical Sciences
https://openalex.org/T13315,Occupational Health and Safety in Workplaces,Occupational Therapy,Health Professions,Health Sciences
https://openalex.org/T14311,Electrical and Electromagnetic Research,"Atomic and Molecular Physics, and Optics",Physics and Astronomy,Physical Sciences
https://openalex.org/T10913,Molecular Junctions and Nanostructures,Electrical and Electronic Engineering,Engineering,Physical Sciences
https://openalex.org/T14322,"Art, Aesthetics, and Perception",Visual Arts and Performing Arts,Arts and Humanities,Social Sciences
https://openalex.org/T11287,Cancer Genomics and Diagnostics,Cancer Research,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/T12929,Animal Genetics and Reproduction,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/T11336,Energy and Environment Impacts,Pollution,Environmental Science,Physical Sciences
https://openalex.org/T10890,Trypanosoma species research and implications,Epidemiology,Medicine,Health Sciences
https://openalex.org/T10612,Magnetism in coordination complexes,"Electronic, Optical and Magnetic Materials",Materials Science,Physical Sciences
https://openalex.org/T12606,Diptera species taxonomy and behavior,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences
https://openalex.org/T14002,"Art, Technology, and Culture",Visual Arts and Performing Arts,Arts and Humanities,Social Sciences
https://openalex.org/T12658,Language and Culture,Linguistics and Language,Social Sciences,Social Sciences
https://openalex.org/T10837,Dermatology and Skin Diseases,Dermatology,Medicine,Health Sciences
https://openalex.org/T11814,Advanced Manufacturing and Logistics Optimization,Industrial and Manufacturing Engineering,Engineering,Physical Sciences
https://openalex.org/T10498,Migraine and Headache Studies,Psychiatry and Mental health,Medicine,Health Sciences
https://openalex.org/T13402,Business Strategy and Innovation,Strategy and Management,"Business, Management and Accounting",Social Sciences
https://openalex.org/T11179,Nematode management and characterization studies,Plant Science,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/T11698,Underwater Acoustics Research,Oceanography,Earth and Planetary Sciences,Physical Sciences
https://openalex.org/T10887,Bioinformatics and Genomic Networks,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/T10731,Educational Games and Gamification,Developmental and Educational Psychology,Psychology,Social Sciences
https://openalex.org/T13618,Regional Socio-Economic Development Trends,Demography,Social Sciences,Social Sciences
https://openalex.org/T12091,Peatlands and Wetlands Ecology,Ecology,Environmental Science,Physical Sciences
https://openalex.org/T10717,Aluminum Alloys Composites Properties,Mechanical Engineering,Engineering,Physical Sciences
https://openalex.org/T10988,Advanced Fiber Laser Technologies,"Atomic and Molecular Physics, and Optics",Physics and Astronomy,Physical Sciences
https://openalex.org/T12051,Diversity and Impact of Dance,Experimental and Cognitive Psychology,Psychology,Social Sciences
https://openalex.org/T10558,Advancements in Semiconductor Devices and Circuit Design,Electrical and Electronic Engineering,Engineering,Physical Sciences
https://openalex.org/T12675,Financial Reporting and Valuation Research,Strategy and Management,"Business, Management and Accounting",Social Sciences
https://openalex.org/T10930,Flood Risk Assessment and Management,Global and Planetary Change,Environmental Science,Physical Sciences
https://openalex.org/T10678,Inflammatory mediators and NSAID effects,Pharmacology,Medicine,Health Sciences
https://openalex.org/T10212,Electrochemical sensors and biosensors,Electrical and Electronic Engineering,Engineering,Physical Sciences
https://openalex.org/T10380,Intimate Partner and Family Violence,Health,Social Sciences,Social Sciences
https://openalex.org/T10404,Enzyme Catalysis and Immobilization,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/T14010,Food Industry and Aquatic Biology,Food Science,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/T13877,Law in Society and Culture,Law,Social Sciences,Social Sciences
https://openalex.org/T14469,Renaissance Literature and Culture,Classics,Arts and Humanities,Social Sciences
https://openalex.org/T10130,Mathematics Education and Teaching Techniques,Education,Social Sciences,Social Sciences
https://openalex.org/T11171,Diabetes and associated disorders,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/T10564,Wastewater Treatment and Nitrogen Removal,Pollution,Environmental Science,Physical Sciences
https://openalex.org/T10616,Smart Agriculture and AI,Plant Science,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/T14376,Science and Education Research,Education,Social Sciences,Social Sciences
https://openalex.org/T10699,Primate Behavior and Ecology,Social Psychology,Psychology,Social Sciences
https://openalex.org/T12831,School Health and Nursing Education,Speech and Hearing,Health Professions,Health Sciences
https://openalex.org/T14246,E-Learning and Knowledge Management,Computer Science Applications,Computer Science,Physical Sciences
https://openalex.org/T13280,Biomedical and Engineering Education,Biomedical Engineering,Engineering,Physical Sciences
https://openalex.org/T13739,Medieval and Early Modern Justice,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/T11376,Geriatric Care and Nursing Homes,General Health Professions,Health Professions,Health Sciences
https://openalex.org/T10976,Viral gastroenteritis research and epidemiology,Infectious Diseases,Medicine,Health Sciences
https://openalex.org/T12717,Space exploration and regulation,Astronomy and Astrophysics,Physics and Astronomy,Physical Sciences
https://openalex.org/T13770,Pediatric health and respiratory diseases,Emergency Medical Services,Health Professions,Health Sciences
https://openalex.org/T14254,Digital Media and Visual Art,Computer Graphics and Computer-Aided Design,Computer Science,Physical Sciences
https://openalex.org/T10198,Heart Failure Treatment and Management,Cardiology and Cardiovascular Medicine,Medicine,Health Sciences
https://openalex.org/T10718,Political Philosophy and Ethics,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/T11270,Complex Systems and Time Series Analysis,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/T11372,Hydraulic and Pneumatic Systems,Mechanical Engineering,Engineering,Physical Sciences
https://openalex.org/T10088,Thermochemical Biomass Conversion Processes,Biomedical Engineering,Engineering,Physical Sciences
https://openalex.org/T10386,Microstructure and Mechanical Properties of Steels,Mechanical Engineering,Engineering,Physical Sciences
https://openalex.org/T10506,Aquaculture disease management and microbiota,Immunology,Immunology and Microbiology,Life Sciences
https://openalex.org/T11036,Antibiotics Pharmacokinetics and Efficacy,Pharmacology,Medicine,Health Sciences
https://openalex.org/T10279,Urinary Bladder and Prostate Research,Urology,Medicine,Health Sciences
https://openalex.org/T14238,Historical Gender and Feminism Studies,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/T12648,Academic Writing and Publishing,History and Philosophy of Science,Arts and Humanities,Social Sciences
https://openalex.org/T12395,Educational Innovations and Technology,Information Systems,Computer Science,Physical Sciences
https://openalex.org/T10903,Porphyrin and Phthalocyanine Chemistry,Materials Chemistry,Materials Science,Physical Sciences
https://openalex.org/T10274,Synthesis and biological activity,Organic Chemistry,Chemistry,Physical Sciences
https://openalex.org/T12084,Synthesis and properties of polymers,Polymers and Plastics,Materials Science,Physical Sciences
https://openalex.org/T14127,Food and Agricultural Sciences,Food Science,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/T12783,"Migration, Aging, and Tourism Studies",Demography,Social Sciences,Social Sciences
https://openalex.org/T11462,Museums and Cultural Heritage,Museology,Arts and Humanities,Social Sciences
https://openalex.org/T12857,Medieval Philosophy and Theology,Philosophy,Arts and Humanities,Social Sciences
https://openalex.org/T10392,Cutaneous Melanoma Detection and Management,Oncology,Medicine,Health Sciences
https://openalex.org/T13195,Medieval Iberian Studies,Classics,Arts and Humanities,Social Sciences
https://openalex.org/T12623,"Cultural, Media, and Literary Studies",Philosophy,Arts and Humanities,Social Sciences
https://openalex.org/T10553,Combustion and flame dynamics,Computational Mechanics,Engineering,Physical Sciences
https://openalex.org/T12686,Central European national history,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/T13412,Education and Technology Integration,Education,Social Sciences,Social Sciences
https://openalex.org/T11691,Forest Insect Ecology and Management,Ecology,Environmental Science,Physical Sciences
https://openalex.org/T10728,Pulmonary Hypertension Research and Treatments,Pulmonary and Respiratory Medicine,Medicine,Health Sciences
https://openalex.org/T12921,European Criminal Justice and Data Protection,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/T13561,Chemical Reactions and Isotopes,Pharmaceutical Science,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
https://openalex.org/T10071,Bone health and osteoporosis research,Orthopedics and Sports Medicine,Medicine,Health Sciences
https://openalex.org/T10056,Neurotransmitter Receptor Influence on Behavior,Cellular and Molecular Neuroscience,Neuroscience,Life Sciences
https://openalex.org/T11631,"Retirement, Disability, and Employment",Demography,Social Sciences,Social Sciences
https://openalex.org/T10079,Nanoparticles: synthesis and applications,Materials Chemistry,Materials Science,Physical Sciences
https://openalex.org/T10156,"LGBTQ Health, Identity, and Policy",Social Psychology,Psychology,Social Sciences
https://openalex.org/T12739,Historical Studies on Spain,History,Arts and Humanities,Social Sciences
https://openalex.org/T12788,Space Science and Extraterrestrial Life,Astronomy and Astrophysics,Physics and Astronomy,Physical Sciences
https://openalex.org/T14099,Synthesis and Characterization of Heterocyclic Compounds,Organic Chemistry,Chemistry,Physical Sciences
https://openalex.org/T12188,"Architecture, Modernity, and Design",Architecture,Engineering,Physical Sciences
https://openalex.org/T14355,Historical Studies of British Isles,History,Arts and Humanities,Social Sciences
https://openalex.org/T10368,Dental Health and Care Utilization,Periodontics,Dentistry,Health Sciences
https://openalex.org/T10197,Membrane Separation Technologies,Water Science and Technology,Environmental Science,Physical Sciences
https://openalex.org/T10517,"Financial Literacy, Pension, Retirement Analysis",Accounting,"Business, Management and Accounting",Social Sciences
https://openalex.org/T10050,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
https://openalex.org/T11243,Respiratory viral infections research,Epidemiology,Medicine,Health Sciences
https://openalex.org/T10342,Circadian rhythm and melatonin,Endocrine and Autonomic Systems,Neuroscience,Life Sciences
https://openalex.org/T12467,Rangeland Management and Livestock Ecology,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences
https://openalex.org/T11965,"Quantum, superfluid, helium dynamics","Atomic and Molecular Physics, and Optics",Physics and Astronomy,Physical Sciences
https://openalex.org/T11106,Data Management and Algorithms,Signal Processing,Computer Science,Physical Sciences
https://openalex.org/T14276,Power Systems and Technologies,Electrical and Electronic Engineering,Engineering,Physical Sciences
https://openalex.org/T10277,Vitamin D Research Studies,Pathology and Forensic Medicine,Medicine,Health Sciences
https://openalex.org/T10218,Sepsis Diagnosis and Treatment,Epidemiology,Medicine,Health Sciences
https://openalex.org/T12795,Banana Cultivation and Research,Plant Science,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/T12886,Historical and Cultural Studies of Poland,History,Arts and Humanities,Social Sciences
https://openalex.org/T13944,Psychiatric care and mental health services,Clinical Psychology,Psychology,Social Sciences
https://openalex.org/T12720,Multimedia Communication and Technology,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/T13367,Cultural and Sociopolitical Studies,Museology,Arts and Humanities,Social Sciences
https://openalex.org/T10880,Environmental Sustainability in Business,Marketing,"Business, Management and Accounting",Social Sciences
https://openalex.org/T12741,Maternal and Neonatal Healthcare,General Health Professions,Health Professions,Health Sciences
https://openalex.org/T10499,Folate and B Vitamins Research,Rheumatology,Medicine,Health Sciences
https://openalex.org/T10102,scientometrics and bibliometrics research,"Statistics, Probability and Uncertainty",Decision Sciences,Social Sciences
https://openalex.org/T13352,International Relations in Latin America,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/T10754,Neuroendocrine Tumor Research Advances,Epidemiology,Medicine,Health Sciences
https://openalex.org/T10823,Research on Leishmaniasis Studies,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences
https://openalex.org/T10502,Advanced Memory and Neural Computing,Electrical and Electronic Engineering,Engineering,Physical Sciences
https://openalex.org/T10287,Algebraic structures and combinatorial models,Geometry and Topology,Mathematics,Physical Sciences
https://openalex.org/T11144,melanin and skin pigmentation,Cell Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/T10516,Parathyroid Disorders and Treatments,Nephrology,Medicine,Health Sciences
https://openalex.org/T12329,Hemiptera Insect Studies,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences
https://openalex.org/T13766,"Media, Journalism, and Communication History",History,Arts and Humanities,Social Sciences
https://openalex.org/T11871,Advanced Statistical Methods and Models,Statistics and Probability,Mathematics,Physical Sciences
https://openalex.org/T12614,Indigenous Studies and Ecology,General Health Professions,Health Professions,Health Sciences
https://openalex.org/T12798,Religious Tourism and Spaces,"Geography, Planning and Development",Social Sciences,Social Sciences
https://openalex.org/T12775,Legal Issues in South Africa,Law,Social Sciences,Social Sciences
https://openalex.org/T11711,COVID-19 Pandemic Impacts,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/T10654,Pneumonia and Respiratory Infections,Epidemiology,Medicine,Health Sciences
https://openalex.org/T13439,Transport and Economic Policies,Strategy and Management,"Business, Management and Accounting",Social Sciences
https://openalex.org/T12503,Social Acceptance of Renewable Energy,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/T10219,Mechanical Behavior of Composites,Mechanics of Materials,Engineering,Physical Sciences
https://openalex.org/T12213,Marine Ecology and Invasive Species,Global and Planetary Change,Environmental Science,Physical Sciences
https://openalex.org/T10442,Knee injuries and reconstruction techniques,Surgery,Medicine,Health Sciences
https://openalex.org/T14409,Educational Systems and Policies,Information Systems,Computer Science,Physical Sciences
https://openalex.org/T13690,Quality and Safety in Healthcare,Medical Laboratory Technology,Health Professions,Health Sciences
https://openalex.org/T11076,Policing Practices and Perceptions,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/T11813,Library Collection Development and Digital Resources,Information Systems,Computer Science,Physical Sciences
https://openalex.org/T10778,Philosophy and History of Science,History and Philosophy of Science,Arts and Humanities,Social Sciences
https://openalex.org/T12330,Botanical Research and Applications,Food Science,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/T11825,Catalysis and Oxidation Reactions,Catalysis,Chemical Engineering,Physical Sciences
https://openalex.org/T12374,European and International Contract Law,Law,Social Sciences,Social Sciences
https://openalex.org/T10370,Traffic and Road Safety,"Safety, Risk, Reliability and Quality",Engineering,Physical Sciences
https://openalex.org/T11330,Systemic Sclerosis and Related Diseases,Pathology and Forensic Medicine,Medicine,Health Sciences
https://openalex.org/T10647,Coastal and Marine Dynamics,Earth-Surface Processes,Earth and Planetary Sciences,Physical Sciences
https://openalex.org/T12811,"Aging, Health, and Disability","Public Health, Environmental and Occupational Health",Medicine,Health Sciences
https://openalex.org/T10201,Speech Recognition and Synthesis,Artificial Intelligence,Computer Science,Physical Sciences
https://openalex.org/T10453,Maternal and Perinatal Health Interventions,Obstetrics and Gynecology,Medicine,Health Sciences
https://openalex.org/T11253,Nail Diseases and Treatments,Epidemiology,Medicine,Health Sciences
https://openalex.org/T12596,Cephalopods and Marine Biology,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences
https://openalex.org/T10273,IoT and Edge/Fog Computing,Computer Networks and Communications,Computer Science,Physical Sciences
https://openalex.org/T10826,Behavioral and Psychological Studies,Developmental and Educational Psychology,Psychology,Social Sciences
https://openalex.org/T10688,Image and Signal Denoising Methods,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
https://openalex.org/T11927,Plant Reproductive Biology,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/T11673,Advanced Topics in Algebra,Algebra and Number Theory,Mathematics,Physical Sciences
https://openalex.org/T13186,Russia and Soviet political economy,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/T10691,Retinal Development and Disorders,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/T11079,Creativity in Education and Neuroscience,Experimental and Cognitive Psychology,Psychology,Social Sciences
https://openalex.org/T10894,Groundwater flow and contamination studies,Environmental Engineering,Environmental Science,Physical Sciences
https://openalex.org/T13005,Religious Studies and Spiritual Practices,Philosophy,Arts and Humanities,Social Sciences
https://openalex.org/T11137,Historical Philosophy and Science,History and Philosophy of Science,Arts and Humanities,Social Sciences
https://openalex.org/T10327,Adolescent Sexual and Reproductive Health,General Health Professions,Health Professions,Health Sciences
https://openalex.org/T10035,Phytochemicals and Antioxidant Activities,Biochemistry,Medicine,Health Sciences
https://openalex.org/T11056,Physiological and biochemical adaptations,Ecology,Environmental Science,Physical Sciences
https://openalex.org/T10915,Trace Elements in Health,Nutrition and Dietetics,Nursing,Health Sciences
https://openalex.org/T10566,Laser-Matter Interactions and Applications,"Atomic and Molecular Physics, and Optics",Physics and Astronomy,Physical Sciences
https://openalex.org/T14009,Ecology and Conservation Studies,Plant Science,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/T10175,Advanced DC-DC Converters,Electrical and Electronic Engineering,Engineering,Physical Sciences
https://openalex.org/T10971,Olfactory and Sensory Function Studies,Sensory Systems,Neuroscience,Life Sciences
https://openalex.org/T13029,South Asian Studies and Conflicts,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/T11257,Taxation and Compliance Studies,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/T11146,Hormonal and reproductive studies,"Endocrinology, Diabetes and Metabolism",Medicine,Health Sciences
https://openalex.org/T10649,Multiple Myeloma Research and Treatments,Hematology,Medicine,Health Sciences
https://openalex.org/T10430,Software Engineering Techniques and Practices,Information Systems,Computer Science,Physical Sciences
https://openalex.org/T13796,Neurological Disorders and Treatments,Neurology,Neuroscience,Life Sciences
https://openalex.org/T13772,Geomechanics and Mining Engineering,Mechanics of Materials,Engineering,Physical Sciences
https://openalex.org/T10509,"Religion, Spirituality, and Psychology",Health,Social Sciences,Social Sciences
https://openalex.org/T12996,Cancer Research and Treatments,Biotechnology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/T12375,Cuban History and Society,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/T10402,Phase Equilibria and Thermodynamics,Biomedical Engineering,Engineering,Physical Sciences
https://openalex.org/T10036,Advanced Neural Network Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
https://openalex.org/T13205,Geological and Geophysical Studies Worldwide,Geophysics,Earth and Planetary Sciences,Physical Sciences
https://openalex.org/T10076,Plant-Microbe Interactions and Immunity,Plant Science,Agricultural and Biological Sciences,Life Sciences
